username,review,rating,sentiment
prashant-mittal3,"After much hype i started watching it but gave up after 30-35 min.Then after even more hype, i sat down with with full interest and intent to watch it and like it, this time it made it to a little more than 2 hours and just couldn't bear it anymore.Yes the fighting scene are good & yes VFX are great. But story doesn't make any sense, characters are over the top & cringe. There is no definition of what our superheros can and cannot do. Their actions are not cohesive.If ram just wanted weapon, it looked like he could have got them by himself with all his superhuman powers.Villain characters are too black with over the top personality which makes them weak and uninteresting.I didn't feel most of the emotions the story was trying to make me feel.PS: Big Baahubali fan (except the coconut tree scene)",4/10,positive
pinkubariha-43769,Great movie great acting by all the characters of the movies i'll give 10/10 Or Jo Jo log negetive review De rahe ho or unko lagta hai ki ye movie khas nahi hai to Bhai log aap khud hi movie banalo 🙏🙏🙏🙏,10/10,positive
rdey-10217,"The movie is set in 1920's and it literally leads you to that era. The Background score of the movie is just too good and on point. The action scenes are not all accurate but it is a Mass entertainer so it is justifiable. Ram charan and Jr. NTR both have given their best but I feel Alia Bhatt and Ajay Devgan's characters were just outplaced. The CGI was very good in some places but looked weak in some places like in case of animals. But this can be totally ignored as the story is too good to you even noticing those small details.The bgm of the movie is my favourite.This movie lengths nearly 3hour but you didn't even for a single moment feel bored the cinematography and screenplay is just so engaging.And the best you can enjoy this Mass entertainer with your family without any worries.🔥
From me its highly recommend.",9/10,positive
rajanmagar-37124,Simple story but the way he presented very good action emotion romance everything fully mass entertainment audience what they want he provided us nice movie.,10/10,positive
landourhomelala,"The last time director SS Rajamouli managed to wow the audience was in 2017 with the film Baahubali: The Conclusion. It took him 5 long years for him to conceptualise his next film RRR, shoot and bring it to the silver screen. Pulling off a multi-starrer with Jr NTR and Ram Charan in the lead roles might seem an accomplishment in itself. But Rajamouli manages to deliver even when it comes to the story.RRR is set in the 1920s and revolves around the lives of two revolutionaries - Alluri Seetharama Raju who waged an armed campaign against the British and Komaram Bheem a tribal from the Gond tribe who fought against atrocities heaped on his people. There is no historical evidence to show that the two ever met or fought together but Rajamouli reimagines history and weaves a story around their meeting.RRR runs on a relatively simple premise. There's 'fire' - an angry, young police officer Ramaraju (Ram Charan) who is both revered and feared by the British. He has done their every bidding for years, he is the one they sic on anyone they want to capture and yet, he is the one who's never given enough respect due to the colour of his skin. Then there's 'water' - sweet, simple, innocent Bheem (Jr NTR) who has brute strength but uses it only when it serves his purpose. He's a Gond tribal who has come to the city to rescue a young girl called Malli, who was taken away by Lady Scott (Alison Doody), to be the singing doll 'on (her) mantelpiece'. But that is just the beginning of the tale.",10/10,positive
vidyuthvinodh,"RRR has an amazing story and great casting. If you like good visuals, this is the movie for you. Some people may say that they didn't like the move because of all the blood and violence, but in my opinion that's probably what makes RRR stand out. The director has done an amazing job and I am eagerly waiting for whatever he comes up with next. If this review was helpful and you want to watch it, watch it with friends, because, A.it is a good movie to watch so why not let other people enjoy. B. The whole theme about the movie is friendship. Like I said this movie is a masterpiece and I hope that once people watch it, it will change there whole lives.(maybe i exaggerated to much, just watch the movie and for sure you will like it.)",10/10,positive
harshsam,"Again a masterstroke by SS Rajamouli. It's an absolute masterpiece in terms of storytelling, music, action, and climax; what more can one expect from movies?The movie never disengages, it will keep you absorbed the whole time. The way elements of Fire & Water are represented and portrayed as co-actors nature is amazing.The cinematography is a treat to the eyes.The music scores serve their purpose and fit perfectly with every scene. You cannot complain of excess of anything. Everything is so measured and so beautiful.However, It is 3hour long so can be tiring for some but not for me as epic storytelling requires time and you as an audience would have been complaining if it was cut short.I only gave it a 9 because some creative action scenes are way unrealistic but I am not complaining. The whole movie is so good that it can be forgiven but after giving us many blockbusters like Eega, Bahubali series, it is expected from the director to up his action scenes game.And CGI in some of the scenes is a bit janky but that is only due to financial constraints.Hey, I liked it and I know you will too, it hasn't got universal acclaim for no reason. Don't believe me? Google for yourself. So what are you waiting for? Go watch it now.",9/10,positive
saxenaanvit-38892,None of the scenes look realistic. With or Without VFX this movie is total time waste. Not at all good story with unlimited over acting. I have no clue how this movie earned so much.,1/10,negative
faizeasy,Just came back from the theatre and writing this review. The film is amazing from the first minute. It'll hold you in your seats for sure. #RamCharan and #NTTJr performances are quite good. Best film I've seen after long time. Maybe another huge hit after Baahubali for Rajamouli.,8/10,positive
abhi-16044,"I didn't got to watch both Bahubali 1 and 2 in the theatres. So I wanted to watch this movie by S. S. Rajamouli in the theatres and I don't regret my decision.It was a good family entertainer with amazing visuals, cinematography, direction, etc. Ram Charan and N. T. Rama Rao Jr. Both have done their level best.Also cameo from Ajay Devgan and Alia Bhatt were good.Definitely worth watching !",8/10,positive
